building_id,timestamp,consumption_kwh,voltage,current_amp,power_factor,is_peak_hour
LHC,2026-01-13T08:00:00,7.91,226.92,20.14,0.91,False
LHC,2026-01-13T09:00:00,10.96,225.04,28.13,0.92,False
LHC,2026-01-13T10:00:00,13.57,230.95,33.92,0.96,True
LHC,2026-01-13T11:00:00,14.31,224.07,36.86,0.91,True
LHC,2026-01-13T12:00:00,16.3,233.38,40.31,0.94,True
LHC,2026-01-13T13:00:00,14.29,233.76,35.3,0.95,True
LHC,2026-01-13T14:00:00,13.77,229.79,34.6,0.98,True
LHC,2026-01-13T15:00:00,13.0,221.47,33.88,0.96,True
LHC,2026-01-13T16:00:00,13.4,227.72,33.96,0.92,True
LHC,2026-01-13T17:00:00,8.31,230.44,20.81,0.95,False
LHC,2026-01-13T18:00:00,5.87,234.39,14.47,0.93,False
LHC,2026-01-13T19:00:00,4.82,227.58,12.22,0.91,False
LHC,2026-01-13T20:00:00,3.27,227.17,8.31,0.95,False
LHC,2026-01-13T21:00:00,2.84,226.1,7.26,0.94,False
LHC,2026-01-13T22:00:00,2.54,233.45,6.27,0.89,False
LHC,2026-01-13T23:00:00,2.59,223.92,6.68,0.92,False
LHC,2026-01-14T00:00:00,1.6,231.62,3.98,0.96,False
LHC,2026-01-14T01:00:00,1.5,224.85,3.84,0.92,False
LHC,2026-01-14T02:00:00,1.33,226.21,3.41,0.88,False
LHC,2026-01-14T03:00:00,1.26,226.3,3.22,0.92,False
LHC,2026-01-14T04:00:00,1.13,232.82,2.8,0.9,False
LHC,2026-01-14T05:00:00,1.55,228.62,3.92,0.92,False
LHC,2026-01-14T06:00:00,2.84,226.56,7.23,0.99,False
LHC,2026-01-14T07:00:00,4.84,235.12,11.88,0.89,False
LHC,2026-01-14T08:00:00,8.15,232.39,20.25,0.92,False
LHC,2026-01-14T09:00:00,10.3,228.68,26.01,0.91,False
LHC,2026-01-14T10:00:00,15.44,229.89,38.79,0.94,True
LHC,2026-01-14T11:00:00,15.62,225.62,39.98,0.92,True
LHC,2026-01-14T12:00:00,14.08,229.57,35.42,0.91,True
LHC,2026-01-14T13:00:00,13.28,230.98,33.2,0.89,True
LHC,2026-01-14T14:00:00,14.76,233.12,36.55,0.91,True
LHC,2026-01-14T15:00:00,12.49,231.38,31.18,0.9,True
LHC,2026-01-14T16:00:00,13.18,231.79,32.84,0.93,True
LHC,2026-01-14T17:00:00,9.11,227.1,23.15,0.95,False
LHC,2026-01-14T18:00:00,5.81,234.75,14.29,0.91,False
LHC,2026-01-14T19:00:00,4.77,232.01,11.88,0.99,False
LHC,2026-01-14T20:00:00,3.49,231.02,8.73,0.89,False
LHC,2026-01-14T21:00:00,2.76,233.09,6.83,0.95,False
LHC,2026-01-14T22:00:00,2.85,229.52,7.17,0.89,False
LHC,2026-01-14T23:00:00,2.14,224.36,5.5,0.94,False
LHC,2026-01-15T00:00:00,1.79,231.76,4.46,0.92,False
LHC,2026-01-15T01:00:00,1.6,231.92,3.97,0.95,False
LHC,2026-01-15T02:00:00,1.48,233.84,3.65,0.99,False
LHC,2026-01-15T03:00:00,1.42,242.97,3.37,0.93,False
LHC,2026-01-15T04:00:00,1.37,228.13,3.47,0.97,False
LHC,2026-01-15T05:00:00,1.74,233.0,4.3,0.95,False
LHC,2026-01-15T06:00:00,2.76,222.26,7.16,0.96,False
LHC,2026-01-15T07:00:00,5.32,233.75,13.13,0.9,False
LHC,2026-01-15T08:00:00,9.56,222.3,24.83,0.88,False
LHC,2026-01-15T09:00:00,12.84,216.95,34.17,0.93,False
LHC,2026-01-15T10:00:00,13.69,226.32,34.93,0.91,True
LHC,2026-01-15T11:00:00,13.59,237.71,33.01,0.97,True
LHC,2026-01-15T12:00:00,14.5,231.38,36.19,0.88,True
LHC,2026-01-15T13:00:00,16.33,235.24,40.08,0.91,True
LHC,2026-01-15T14:00:00,14.6,229.53,36.72,0.87,True
LHC,2026-01-15T15:00:00,15.52,226.17,39.62,0.9,True
LHC,2026-01-15T16:00:00,12.13,234.98,29.8,0.9,True
LHC,2026-01-15T17:00:00,7.77,225.57,19.89,0.93,False
LHC,2026-01-15T18:00:00,7.21,223.7,18.62,0.88,False
LHC,2026-01-15T19:00:00,4.05,221.82,10.53,0.96,False
LHC,2026-01-15T20:00:00,4.3,230.89,10.74,0.91,False
LHC,2026-01-15T21:00:00,3.51,230.87,8.78,0.95,False
LHC,2026-01-15T22:00:00,2.35,230.22,5.9,0.88,False
LHC,2026-01-15T23:00:00,2.26,230.95,5.64,0.89,False
LHC,2026-01-16T00:00:00,2.1,231.73,5.22,0.95,False
LHC,2026-01-16T01:00:00,1.25,240.44,3.0,0.92,False
LHC,2026-01-16T02:00:00,1.59,224.8,4.09,0.94,False
LHC,2026-01-16T03:00:00,1.34,226.88,3.41,0.98,False
LHC,2026-01-16T04:00:00,1.44,231.09,3.6,0.95,False
LHC,2026-01-16T05:00:00,1.69,230.75,4.23,0.93,False
LHC,2026-01-16T06:00:00,3.88,229.71,9.75,0.93,False
LHC,2026-01-16T07:00:00,6.17,235.53,15.13,0.96,False
LHC,2026-01-16T08:00:00,9.41,224.28,24.22,0.97,False
LHC,2026-01-16T09:00:00,11.08,231.51,27.64,0.9,False
LHC,2026-01-16T10:00:00,14.57,231.64,36.32,0.93,True
LHC,2026-01-16T11:00:00,15.98,238.07,38.76,0.93,True
LHC,2026-01-16T12:00:00,15.95,234.82,39.23,0.96,True
LHC,2026-01-16T13:00:00,14.38,232.99,35.64,0.94,True
LHC,2026-01-16T14:00:00,15.09,236.88,36.78,0.92,True
LHC,2026-01-16T15:00:00,14.79,229.13,37.27,0.92,True
LHC,2026-01-16T16:00:00,11.88,222.8,30.78,0.97,True
LHC,2026-01-16T17:00:00,9.1,225.04,23.35,0.86,False
LHC,2026-01-16T18:00:00,6.18,223.38,15.96,0.97,False
LHC,2026-01-16T19:00:00,5.28,226.56,13.45,0.99,False
LHC,2026-01-16T20:00:00,4.39,228.38,11.09,0.85,False
LHC,2026-01-16T21:00:00,3.85,223.05,9.97,0.87,False
LHC,2026-01-16T22:00:00,2.82,242.2,6.71,0.96,False
LHC,2026-01-16T23:00:00,2.38,232.97,5.9,0.95,False
LHC,2026-01-17T00:00:00,0.64,227.59,1.63,0.88,False
LHC,2026-01-17T01:00:00,0.57,231.95,1.41,0.89,False
LHC,2026-01-17T02:00:00,0.58,231.39,1.45,0.92,False
LHC,2026-01-17T03:00:00,0.53,225.86,1.35,0.92,False
LHC,2026-01-17T04:00:00,0.5,237.79,1.21,0.89,False
LHC,2026-01-17T05:00:00,0.57,231.65,1.43,0.93,False
LHC,2026-01-17T06:00:00,0.82,225.52,2.09,0.9,False
LHC,2026-01-17T07:00:00,1.11,229.28,2.81,0.94,False
LHC,2026-01-17T08:00:00,1.48,218.62,3.91,0.93,False
LHC,2026-01-17T09:00:00,2.52,236.63,6.15,0.93,False
LHC,2026-01-17T10:00:00,2.28,232.39,5.67,0.94,False
LHC,2026-01-17T11:00:00,2.65,231.58,6.61,0.97,False
LHC,2026-01-17T12:00:00,2.65,224.71,6.82,0.94,False
